0.000000	17.962212
3.448276	14.632383
6.896552	19.959685
10.344828	19.104088
13.793103	25.469169
17.241379	23.434877
20.689655	24.310954
24.137931	22.695086
27.586207	27.302928
31.034483	31.600089
34.482759	27.469982
37.931034	26.668950
41.379310	29.855271
44.827586	33.612929
48.275862	32.096272
51.724138	38.199386
55.172414	36.472287
58.620690	35.114316
62.068966	36.318209
65.517241	36.492091
68.965517	38.832945
72.413793	39.811937
75.862069	38.827637
79.310345	40.057400
82.758621	34.370822
86.206897	45.439335
89.655172	44.967227
93.103448	51.348433
96.551724	48.939213
100.000000	49.695005
